#DEG_AC	#Gene_Name	#Gene_Ref	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DEG1001	DEG10010055	secY	16077204	COG0201U	secretion	preprotein translocase subunit	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0016021 GO:0005622 GO:0005886 GO:0065002 GO:0006605 GO:0043952	P16336
DEG1001	DEG10010056	adk	16077205	COG0563F	purine biosynthesis	adenylate kinase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0004017 GO:0005524 GO:0046872 GO:0044209	P16304
DEG1001	DEG10010057	map	16077206	COG0024J	protein modification	methionine aminopeptidase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0046872 GO:0070006 GO:0070084	P19994
DEG1001	DEG10010058	infA	16077207	COG0361J	translation	initiation factor IF-1	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0003743	P20458
DEG1001	DEG10010059	rpmJ	16077208	COG0257J	ribosomal protein	ribosomal protein L36 (ribosomal protein B)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P20278
DEG1001	DEG10010060	rpsM	255767034	COG0099J	ribosomal protein	ribosomal protein S13	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005829 GO:0015935 GO:0019843 GO:0003735 GO:0000049 GO:0042254 GO:0006412	P20282
DEG1001	DEG10010061	rpsK	16077210	COG0100J	ribosomal protein	ribosomal protein S11 (BS11)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0006412	P04969
DEG1001	DEG10010062	rpoA	16077211	COG0202K	transcription	RNA polymerase (alpha subunit)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0003677 GO:0003899 GO:0006351	P20429
DEG1001	DEG10010063	rplQ	16077212	COG0203J	ribosomal protein	ribosomal protein L17 (BL15)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P20277
DEG1001	DEG10010064	rplM	255767038	COG0102J	ribosomal protein	ribosomal protein L13	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P70974
DEG1001	DEG10010065	rpsI	16077218	COG0103J	ribosomal protein	ribosomal protein S9	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P21470
DEG1001	DEG10010066	ybbT	16077245	COG1109G	aminosugar metabolism	phosphoglucomutase (gluconeogenesis)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005829 GO:0000287 GO:0008966 GO:0005975 GO:0006048	O34824
DEG1001	DEG10010067	glmS	16077246	COG0449M	aminosugar metabolism	L-glutamine-D-fructose-6-phosphate amidotransferase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0030246 GO:0004360 GO:0016051 GO:0006541	P0CI73
DEG1001	DEG10010068	nadE	16077382	COG0171H	NAD biosynthesis	NH3-dependent NAD+ synthetase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005524 GO:0003952 GO:0008795 GO:0009435 GO:0006950 GO:0030435	P08164
DEG1001	DEG10010069	ddl	16077523	COG1181M	peptidoglycan biosynthesis	D-alanyl-D-alanine ligase A	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0008716 GO:0000287 GO:0030145 GO:0071555 GO:0009252 GO:0008360	P96612
DEG1001	DEG10010070	murF	16077524	COG0770M	peptidoglycan biosynthesis	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate-D-alanyl-D-alanine ligase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0047480 GO:0008766 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360	P96613
DEG1001	DEG10010071	acpS	16077529	COG0736I	fatty acid biosynthesis	holo-acyl carrier protein synthase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0008897 GO:0000287 GO:0006633 GO:0009059	P96618
DEG1001	DEG10010072	alr	16077531	COG0787M	peptidoglycan biosynthesis	D-alanine racemase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0008784 GO:0030170 GO:0030632	P10725
DEG1001	DEG10010073	ydiB	16077658	COG0802R	unknown	conserved protein	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0046872 GO:0070526	O05515
DEG1001	DEG10010074	ydiC	16077659	COG1214O	unknown	probable protease	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0070526	O05516
DEG1001	DEG10010075	gcp	16077661	COG0533O	unknown	probable O-sialoglycoprotein endopeptidase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005506 GO:0004222 GO:0016747 GO:0070526	O05518
DEG1001	DEG10010076	groES	50812190	COG0234O	protein folding	class I heat-shock protein (chaperonin)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0006457 GO:0006950	P28599
DEG1001	DEG10010077	groEL	16077670	COG0459O	protein folding	class I heat-shock protein (chaperonin)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0042026 GO:0006950	P28598
DEG1001	DEG10010078	ydiO	16077673	COG0270L	DNA methylation	DNA-methyltransferase (cytosine-specific)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0003886 GO:0008168 GO:0032776 GO:0009307	O34939
DEG1001	DEG10010079	ydiP	16077674	COG0270L	DNA methylation	DNA-methyltransferase (cytosine-specific)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0003886 GO:0003677 GO:0008168 GO:0032776 GO:0009307	O34680
DEG1001	DEG10010080	pcrA	16077729	COG0210L	DNA replication	ATP-dependent DNA helicase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0004003 GO:0003677 GO:0006281 GO:0006268	O34580
DEG1001	DEG10010081	ligA	16077730	COG0272L	DNA replication	DNA ligase (NAD-dependent)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0003677 GO:0003911 GO:0046872 GO:0006281 GO:0006260	O31498
DEG1001	DEG10010082	gatC	16077735	COG0721J	tRNA synthetase	glutamyl-tRNA(Gln) amidotransferase (subunit C)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005524 GO:0050567 GO:0006450 GO:0006412	O06492
DEG1001	DEG10010083	gatA	16077736	COG0154J	tRNA synthetase	glutamyl-tRNA(Gln) amidotransferase (subunit A)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005524 GO:0050567 GO:0006412	O06491
DEG1001	DEG10010084	gatB	50812194	COG0064J	tRNA synthetase	glutamyl-tRNA(Gln) amidotransferase (subunit B)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005524 GO:0016884 GO:0006412	O30509
DEG1001	DEG10010085	yerQ	16077740	COG1597IR	phospholipids biosynthesis	putative kinase related to diacylglycerol kinase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005524 GO:0004143 GO:0046872 GO:0003951 GO:0008654 GO:0007205	O31502
DEG1001	DEG10010086	cspR	255767208	COG0219J	RNA modification	pobable rRNA methylase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0003723 GO:0008757 GO:0008175	O31590
DEG1001	DEG10010087	yhdL	16078016	-	transcription	possible anti-SigM protein	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0016021 GO:0006355 GO:0006351	O07581
DEG1001	DEG10010088	yhdO	16078019	COG0204I	phospholipids biosynthesis	1-acylglycerol-3-phosphate O-acyltransferase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005886 GO:0003841 GO:0008654	O07584
DEG1001	DEG10010089	prsA	16078059	COG0760O	secretion	protein secretion (posttranslocation molecular chaperone)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005886 GO:0003755 GO:0006457 GO:0015031	P24327
DEG1001	DEG10010090	fabF	16078199	COG0304IQ	fatty acid biosynthesis	beta-ketoacyl-acyl carrier protein synthase II	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0033817 GO:0006633	O34340
DEG1001	DEG10010091	trpS	16078207	COG0180J	tRNA synthetase	tryptophanyl-tRNA synthetase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0004830 GO:0006436	P21656
DEG1001	DEG10010092	ppnK(yjbN)	16078226	COG0061G	NAD biosynthesis	inorganic polyphosphate/ATP-NAD kinase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0046872 GO:0051287 GO:0003951 GO:0019674 GO:0006741	O31612
DEG1001	DEG10010093	ykuQ	255767332	COG2171E	diaminopimelate biosynthesis	tetrahydrodipicolinate succinylase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0047200 GO:0019877 GO:0009089	O34981
DEG1001	DEG10010094	ykuR	16078483	COG1473R	diaminopimelate biosynthesis	similar to deacetylases	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0050118 GO:0019877 GO:0009089	O34916
DEG1001	DEG10010095	ykqC	16078517	COG0595R	unknown	conserved protein with metallo-beta-lactamase motif	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0004534 GO:0004521 GO:0046872 GO:0003723 GO:0006397 GO:0090502 GO:0090503 GO:0006364	Q45493
DEG1001	DEG10010096	pdhA	16078522	COG1071C	unknown	pyruvate dehydrogenase E1 component, alpha subunit	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0004739 GO:0006096	P21881
DEG1001	DEG10010097	ylaN	16078548	COG4838S	unknown	conserved protein	Bacillus subtilis 168	NC_000964	Rich medium	-	-	O07638
DEG1001	DEG10010098	ftsW	16078549	COG0772D	cell division	cell-division protein	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0016021 GO:0005886 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360 GO:0006810	O07639
DEG1001	DEG10010099	rpmF	16078572	COG0333J	ribosomal protein	ribosomal protein L32	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015934 GO:0003735 GO:0006412	O34687
DEG1001	DEG10010100	ftsL	16078579	COG4839D	cell division	cell-division protein (septum formation)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0032153 GO:0005887 GO:0043093	Q07867
DEG1001	DEG10010101	pbpB	255767346	COG0768M	cell division	penicillin-binding protein 2B (cell-division septum)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0016021 GO:0005886 GO:0008658 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360 GO:0046677 GO:0030435	Q07868
DEG1001	DEG10010102	murE	16078582	COG0769M	peptidoglycan biosynthesis	UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0008765 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360	Q03523
DEG1001	DEG10010103	mraY	255767348	COG0472M	peptidoglycan biosynthesis	phospho-N-acetylmuramoyl-pentapeptide transferase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0016021 GO:0005886 GO:0008963 GO:0051992 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360	Q03521
DEG1001	DEG10010104	murD	16078584	COG0771M	peptidoglycan biosynthesis	UDP-N-acetylmuramoylalanyl-D-glutamate ligase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0008764 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360	Q03522
DEG1001	DEG10010105	murG	255767349	COG0707M	peptidoglycan biosynthesis	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005886 GO:0030246 GO:0051991 GO:0050511 GO:0007049 GO:0051301 GO:0071555 GO:0030259 GO:0009252 GO:0008360 GO:0019277	P37585
DEG1001	DEG10010106	murB	16078587	COG0812M	peptidoglycan biosynthesis	UDP-N-acetylenolpyruvoylglucosamine reductase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0050660 GO:0008762 GO:0007049 GO:0051301 GO:0071555 GO:0009252 GO:0008360	P18579
DEG1001	DEG10010107	divIB	16078588	COG1589M	cell division	cell-division initiation protein (septum formation)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0032153 GO:0005887 GO:0043093 GO:0030435	P16655
DEG1001	DEG10010108	ftsA	255767352	COG0849D	cell division	cell-division protein (septum formation)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0016887 GO:0006200 GO:0007049 GO:0051301 GO:0008360	P28264
DEG1001	DEG10010109	ftsZ	255767353	COG0206D	cell division	cell-division initiation protein (septum formation)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0032153 GO:0030428 GO:0005737 GO:0043234 GO:0005525 GO:0003924 GO:0042802 GO:0000917 GO:0051301 GO:0043093 GO:0051258	P17865
DEG1001	DEG10010110	ileS	255767358	COG0060J	tRNA synthetase	isoleucyl-tRNA synthetase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0002161 GO:0005524 GO:0004822 GO:0006428	Q45477
DEG1001	DEG10010111	gmk	50812226	COG0194F	purine biosynthesis	guanylate kinase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0004385 GO:0006163	O34328
DEG1001	DEG10010112	priA	16078634	COG1198L	DNA replication	primosomal replication factor Y	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:1990077 GO:0005524 GO:0003677 GO:0004386 GO:0046872 GO:0006269	P94461
DEG1001	DEG10010113	fmt	16078636	COG0223J	tRNA met modification	methionyl-tRNA formyltransferase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0004479 GO:0008168	P94463
DEG1001	DEG10010114	yloQ	16078641	COG1162R	unknown	conserved protein with ATP/GTP-binding site motif	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005525 GO:0003924 GO:0046872	O34530
DEG1001	DEG10010115	rpmB	16078645	COG0227J	ribosomal protein	ribosomal protein L28	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P37807
DEG1001	DEG10010116	plsX	16078652	COG0416I	fatty acid biosynthesis	involved in fatty acid/phospholipid synthesis	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0016616 GO:0016747 GO:0006633 GO:0008654	P71018
DEG1001	DEG10010117	fabD	16078653	COG0331I	fatty acid biosynthesis	malonyl CoA-acyl carrier protein transacylase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0004314 GO:0006633	P71019
DEG1001	DEG10010118	fabG	16078654	COG1028IQR	fatty acid biosynthesis	beta-ketoacyl-acyl carrier protein reductase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0004316 GO:0051287 GO:0006633	P51831
DEG1001	DEG10010119	acpA/acpP	16078655	COG0236IQ	fatty acid biosynthesis	acyl carrier protein	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0000036	P80643
